Engelse naam/Food name,Hoeveelheid/Quantity,FAT (g),PROT (g),Carbohydrates (kcal),VITB1 (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),VITD (µg),VITE (mg),VITC (mg),VITA (µg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potassium (mg),Sodium (mg),Zinc (mg),food_group
Brussel sprouts frozen boiled,per 100g,"0,7","2,3",47,"0,09","0,08","0,28",0,0,"0,9",60.0,93.0,29.0,1,13.0,17.0,412.0,7.0,"0,38",Vegetables
Beans broad frozen unprepared,per 100g,"0,6","7,5",87,"0,2","0,2","0,07",0,0,"0,6",20.0,29.0,20.0,1,36.0,100.0,400.0,3.0,1,Vegetables
Potatoes slices/parts frozen unprepared,per 100g,"3,8","2,5",134,"0,12","0,04","0,291",0,0,"1,5",13.0,1.0,6.0,"0,5",22.0,58.0,350.0,40.0,"0,36",Bread
Processed meat products >30 g fat av,per 100g,"35,1","16,4",393,"0,2","0,27","0,118","2,39","0,9","0,3",11.0,1383.0,26.0,"2,4",15.0,183.0,260.0,1193.0,"2,45",Meat
Salami,per 100g,"34,8","18,7",392,"0,18","0,2","0,1","1,4","0,9","0,2",0.0,21.0,35.0,"1,5",18.0,150.0,377.0,1349.0,3,Meat
Meatloaf (processed meat product),per 100g,"25,6","12,8",304,"0,41","0,22","0,283","0,71","1,3","0,2",16.0,15.0,29.0,"2,1",13.0,298.0,349.0,951.0,"5,24",Meat
Gherkins sweet pickled low sodium,per 100g,0,"1,1",17,0,0,"0,04",0,0,"0,4",2.0,27.0,16.0,"0,2",10.0,21.0,100.0,40.0,"0,18",Vegetables
Onion silver-skin sweet pickled low sodium glass,per 100g,0,1,21,0,0,"0,116",0,0,"0,1",2.0,1.0,25.0,"0,6",5.0,25.0,88.0,40.0,"0,1",Vegetables
Onion silverskin sweet pickled wo sugar glass,per 100g,0,1,21,0,0,"0,116",0,0,"0,1",2.0,1.0,25.0,"0,6",5.0,25.0,88.0,335.0,"0,1",Vegetables
Gherkins pickled wo sugar,per 100g,"0,3","1,2",14,0,0,"0,04",0,0,"0,4",0.0,27.0,35.0,"0,2",11.0,8.0,85.0,277.0,"0,3",Vegetables
Cucumber sliced pickled glass,per 100g,0,"0,7",9,0,"0,02","0,04",0,0,"0,1",2.0,30.0,16.0,"0,2",7.0,21.0,56.0,400.0,"0,18",Vegetables
Sausage cooked,per 100g,33,"11,3",357,"0,18","0,12","0,035","0,75","0,7","0,3",0.0,35.0,18.0,"1,3",11.0,286.0,165.0,894.0,"1,34",Meat
Processed meat products 20-30 g fat av,per 100g,"26,9","13,7",310,"0,2","0,35","0,136","3,09","0,8","0,4",21.0,1760.0,23.0,"2,6",12.0,206.0,246.0,935.0,"2,31",Meat
Processed meat products 10-20 g fat av,per 100g,"15,5","14,9",213,"0,23","0,09","0,152","0,94","0,6","2,1",4.0,43.0,16.0,"1,6",14.0,154.0,210.0,848.0,"2,86",Meat
Apple sauce wo sugar tinned,per 100g,0,"0,2",48,"0,01","0,01","0,027",0,0,"0,1",3.0,2.0,4.0,"0,1",3.0,7.0,92.0,1.0,"0,07",Fruits
Bamboo shoots tinned,per 100g,0,2,33,"0,15","0,07","0,136",0,0,"0,6",4.0,2.0,33.0,"0,4",3.0,41.0,530.0,4.0,"0,65",Vegetables
Processed meat products <10 g fat av,per 100g,"6,5","18,4",144,"0,37","0,16","0,247","1,05","0,3","1,1",13.0,135.0,8.0,"1,2",22.0,249.0,410.0,943.0,"2,36",Meat
Basil dried,per 100g,"4,1",23,244,"0,08","1,2","1,34",0,0,"10,8",1.0,74.0,2240.0,"89,8",711.0,274.0,2630.0,76.0,"7,1",Drop
Liver sausage coarse hausmacher,per 100g,"20,4","15,4",266,"0,11","0,62","0,115","9,43","0,9","0,3",0.0,7890.0,13.0,"5,4",12.0,180.0,169.0,721.0,"2,44",Meat
Liver pate sausage,per 100g,"28,6","12,3",319,"0,08","0,75","0,164","5,76","0,9","1,1",32.0,5890.0,8.0,"5,6",10.0,161.0,125.0,680.0,"2,3",Meat
Crispbread high fibre,per 100g,"6,5",13,350,"0,4","0,2","0,31",0,0,"1,5",0.0,0.0,160.0,"5,7",190.0,550.0,400.0,495.0,4,Bread
Mackerel in water tinned,per 100g,"20,3","18,6",257,"0,03","0,27","0,14","6,94","4,3","0,9",0.0,37.0,20.0,2,13.0,90.0,228.0,416.0,"2,7",Meat
Marzipan,per 100g,"15,3","5,3",420,"0,05","0,24","0,019","0,05",0,"6,7",0.0,0.0,88.0,"1,1",96.0,194.0,267.0,13.0,"0,97",Drop
Infant formula Nutrilon 1 p 100 ml,per 100ml,"3,4","1,3",66,"0,05","0,12","0,037","0,19","1,2","1,1",9.0,54.0,55.0,"0,5",5.0,31.0,72.0,17.0,"0,51",Drop
Fruit drink w dairy Taksi w sugar,per 100g,0,"0,1",32,0,0,0,0,0,"0,1",13.0,6.0,11.0,0,2.0,10.0,48.0,12.0,"0,02",Drop
Chicken wo skin raw,per 100g,"6,3","20,5",139,"0,07","0,11","0,411","0,2","0,3","0,6",0.0,11.0,10.0,"0,8",25.0,156.0,287.0,92.0,"1,37",Meat
Chicken for soup w skin raw,per 100g,19,19,247,"0,1","0,15","0,2","0,2","0,3","1,2",0.0,38.0,10.0,"0,8",21.0,200.0,300.0,70.0,"1,37",Meat
Plaice fillet fried/simmered,per 100g,"3,8","18,9",112,"0,22","0,53","0,188",1,2,"1,4",0.0,20.0,74.0,"0,3",22.0,180.0,274.0,110.0,"0,68",Meat
Chocolate sprinkles av,per 100g,"15,3","5,7",449,"0,04","0,13","0,023","0,34",0,"0,8",0.0,23.0,70.0,"6,5",96.0,174.0,635.0,37.0,"1,19",Drop
Crispbread Cracottes naturel,per 100g,"2,8",12,381,"0,16","0,04","0,15",0,0,"1,3",0.0,0.0,42.0,"4,4",32.0,133.0,226.0,713.0,"0,5",Bread
Egg whole chicken fried in margarine,per 100g,"17,6","14,4",220,"0,04","0,35","0,053","1,1","1,4","2,9",0.0,110.0,59.0,"2,3",13.0,200.0,151.0,160.0,"1,3",Meat
Chicken wo skin grilled,per 100g,"7,9","28,5",188,"0,06","0,24","0,202","0,29","0,7","0,2",0.0,6.0,13.0,"0,8",26.0,220.0,371.0,92.0,"1,5",Meat
Biscuit Liga Haverkick,per 100g,12,5,397,"0,28","0,08","1,2",0,0,"1,5",0.0,1.0,340.0,"7,9",50.0,180.0,240.0,132.0,"1,5",Drop
Crispbread Cracottes wholemeal,per 100g,4,11,376,"0,16","0,09","0,06",0,0,"2,2",0.0,0.0,42.0,"3,3",65.0,240.0,328.0,665.0,"1,2",Bread
Minced beef/pork shallow fried,per 100g,"21,6","30,1",317,"0,41","0,22","0,283","1,86","1,3","3,2",6.0,78.0,29.0,"2,1",31.0,298.0,697.0,312.0,"5,24",Meat
Breakfast cereal porridge Olvarit licht volkoren 8+ months,per 100g,"2,1","11,6",376,"0,91","0,55","0,35",0,0,0,0.0,1.0,30.0,4,109.0,370.0,250.0,4.0,"2,4",Bread
Biscuit Liga Evergreen assortment,per 100g,"8,6","6,4",387,"0,07","0,03","1,2",0,0,"1,5",0.0,0.0,260.0,8,45.0,150.0,340.0,136.0,"0,2",Drop
Wheat bread white Turkish,per 100g,"1,5","8,5",250,"0,06","0,04","0,032",0,0,"0,1",0.0,0.0,23.0,"1,1",19.0,84.0,113.0,477.0,"0,59",Bread
Turkish Delight,per 100g,0,0,372,0,0,0,0,0,0,0.0,0.0,4.0,"0,2",2.0,3.0,5.0,25.0,"0,04",Drop
Baklava nut-honey cake,per 100g,"24,5","10,4",461,"0,06","0,3","0,18",0,"0,2","6,6",0.0,96.0,98.0,"1,5",95.0,125.0,46.0,149.0,"1,12",Drop
Dessert soya fortified w calcium and vitamins,per 100g,"1,9","3,1",85,"0,02","0,21","0,034","0,38","0,8","0,4",0.0,7.0,120.0,"0,4",15.0,81.0,120.0,55.0,"0,23",Substitudes
Drink soya w sugar fortified w calcium and vitamins,per 100g,"1,4",3,37,"0,02","0,27","0,047","0,36","0,7","0,3",0.0,0.0,110.0,"0,3",14.0,79.0,160.0,32.0,"0,22",Substitudes
Cheese 30+ av,per 100g,"17,7","30,1",280,"0,03","0,32","0,053","1,72","0,2","0,5",0.0,179.0,1021.0,"0,2",40.0,612.0,77.0,676.0,"4,17",Dairy
Liquorice Dutch type av,per 100g,"0,4","8,4",333,0,0,0,0,0,0,0.0,0.0,129.0,"3,4",36.0,22.0,296.0,126.0,"0,29",Drop
Minced beef ball prepared w egg/crumbs,per 100g,"19,8",27,308,"0,05","0,2","0,205","2,54","1,7","3,7",5.0,107.0,19.0,3,32.0,252.0,453.0,205.0,"5,97",Meat
Bacon lean prepared,per 100g,"35,5","25,7",424,"0,77","0,17","0,261","0,7","1,2",0,0.0,8.0,8.0,"0,8",23.0,190.0,380.0,102.0,"2,3",Meat
Chicken fillet prepared,per 100g,"3,8","30,9",158,"0,08","0,08","0,672","0,29","0,2","1,1",0.0,18.0,7.0,"0,7",35.0,335.0,419.0,53.0,"0,74",Meat
Onions fried in vegetable oil,per 100g,3,"1,3",58,"0,03","0,02","0,078",0,"0,2","0,7",5.0,23.0,26.0,"0,3",9.0,40.0,208.0,27.0,"0,18",Vegetables
Mushroom fried in vegetable oil w salt,per 100g,"4,1","2,6",54,"0,07","0,29","0,067",0,"0,3","0,6",1.0,33.0,4.0,"0,3",12.0,101.0,410.0,272.0,"0,56",Vegetables
Rye bread wholemeal/rye wheat bread brown av,per 100g,"1,3","5,8",196,"0,07","0,06","0,192",0,0,"0,9",0.0,0.0,33.0,"2,6",57.0,174.0,240.0,297.0,"1,49",Bread
Tomatoes stewed w vegetable oil,per 100g,"5,1","0,9",59,"0,05","0,02","0,086",0,"0,5","1,4",11.0,124.0,10.0,"0,2",10.0,24.0,247.0,2.0,"0,1",Vegetables
Kale curly glass,per 100g,"0,6","2,4",25,"0,01","0,07","0,056",0,0,"4,2",25.0,350.0,159.0,"0,6",13.0,47.0,197.0,100.0,"0,48",Vegetables
Lettuce iceberg raw,per 100g,"0,2",1,14,"0,04","0,03","0,049",0,0,"0,2",0.0,14.0,21.0,"0,3",10.0,30.0,243.0,17.0,"0,28",Vegetables
Beef rump steak raw,per 100g,"1,8","22,9",108,"0,05","0,16","0,525","1,68","0,5","0,3",0.0,7.0,4.0,"2,3",28.0,231.0,429.0,50.0,"3,99",Meat
Beef tenderloin steak raw,per 100g,"2,3","23,7",116,"0,05","0,16","0,525","1,68","0,5","0,3",0.0,8.0,5.0,"1,9",26.0,224.0,429.0,50.0,"4,31",Meat
Beef prime rib raw,per 100g,"8,1",23,165,"0,04","0,12","0,448","1,2","0,5","0,3",0.0,10.0,5.0,"1,7",26.0,214.0,409.0,54.0,"3,85",Meat
Beef frying steak raw,per 100g,2,"21,2",103,"0,05","0,17","0,398","1,91","0,4","0,3",0.0,8.0,4.0,"2,1",26.0,222.0,417.0,57.0,"4,6",Meat
Minced beef raw,per 100g,"16,5","18,9",225,"0,03","0,13","0,272","1,9","0,7","0,5",8.0,20.0,8.0,2,20.0,167.0,313.0,110.0,"4,33",Meat
Beef rib raw,per 100g,"6,4","19,8",137,"0,04","0,14","0,393","1,6","0,5","0,5",0.0,11.0,9.0,"1,7",25.0,206.0,394.0,63.0,"3,96",Meat
Liver ox raw,per 100g,"4,2",21,129,"0,2","2,95","0,724","129,54","0,7","1,5",19.0,27659.0,5.0,6,21.0,396.0,365.0,75.0,"4,1",Meat
Beef stewing meat raw,per 100g,2,"22,1",106,"0,05","0,16","0,434","1,86","0,5","0,3",3.0,8.0,5.0,"1,9",26.0,224.0,411.0,67.0,"4,31",Meat
Beef sirloin rolled raw,per 100g,"1,7","23,2",109,"0,05","0,15","0,385","1,86","0,4","0,3",1.0,7.0,6.0,"1,5",28.0,222.0,410.0,391.0,"4,14",Meat
Beef roast raw,per 100g,"3,4","22,9",122,"0,05","0,15","0,385","1,68","0,5","0,2",0.0,5.0,5.0,2,26.0,225.0,410.0,391.0,"3,47",Meat
Beef shank raw,per 100g,3,"22,6",117,"0,05","0,16","0,525","1,86","0,4","0,3",0.0,8.0,5.0,"1,9",26.0,224.0,429.0,50.0,"4,31",Meat
Beef rib steak raw,per 100g,"9,5","20,1",166,"0,04","0,15","0,241","2,01","0,5","0,5",0.0,20.0,7.0,"2,1",21.0,184.0,360.0,63.0,"6,61",Meat
Beef streaked/marbled raw,per 100g,"7,2","20,6",147,"0,05","0,16","0,262","2,91","0,4","0,5",0.0,20.0,5.0,2,22.0,190.0,367.0,67.0,"6,58",Meat
Beef stewing steak raw,per 100g,"5,5","21,3",135,"0,05","0,19","0,247","2,72","0,4","0,5",0.0,11.0,5.0,"2,4",22.0,185.0,350.0,70.0,"6,57",Meat
Beef steak tartare raw,per 100g,"5,7","21,1",137,"0,04","0,15","0,307","1,97","0,6","0,5",14.0,10.0,6.0,"2,5",24.0,198.0,376.0,84.0,"4,77",Meat
Sausage pork Braadworst raw,per 100g,"17,2","16,8",226,"0,44","0,14","0,365","0,69","0,7","0,7",24.0,14.0,13.0,"0,9",20.0,176.0,315.0,643.0,"2,29",Meat
Pork fillet raw,per 100g,"3,9","23,3",128,"0,78","0,12","0,595","0,29","0,3","0,4",0.0,2.0,4.0,"0,4",28.0,238.0,427.0,51.0,"1,55",Meat
Pork fricandeau part of leg raw,per 100g,"3,2","22,9",120,"0,61","0,09","0,205","0,49","0,3","0,5",0.0,0.0,5.0,"1,1",24.0,250.0,380.0,54.0,"1,74",Meat
Pork chop raw,per 100g,"2,8","22,2",114,"0,84","0,2","0,533","0,49","0,3","0,5",0.0,2.0,4.0,"0,8",28.0,239.0,428.0,54.0,"2,37",Meat
Minced pork raw,per 100g,"10,7","20,1",177,"0,59","0,16","0,43","0,65","0,4","0,7",20.0,8.0,6.0,"0,9",25.0,207.0,388.0,184.0,"2,27",Meat
Pork tenderloin raw,per 100g,"1,7","22,4",105,"0,96","0,19","0,554","0,41","0,3","0,4",0.0,1.0,4.0,"0,7",28.0,250.0,444.0,91.0,"1,74",Meat
Pork gammon steak raw,per 100g,"12,4","19,8",191,"0,59","0,18","0,405","0,65","0,3","0,8",0.0,7.0,7.0,"0,4",23.0,256.0,373.0,62.0,"3,03",Meat
Pork loin chop raw,per 100g,7,"23,2",156,"0,71","0,13","0,563","0,28","0,3","0,5",0.0,4.0,10.0,"0,5",28.0,229.0,402.0,51.0,"1,61",Meat
Pork shoulder chop raw,per 100g,"12,2","19,1",186,"0,59","0,18","0,405","0,65","0,3","0,8",0.0,7.0,7.0,1,23.0,201.0,373.0,62.0,"3,03",Meat
Liver pork raw,per 100g,"4,8","21,3",129,"0,18","3,09","0,595","25,23",1,1,19.0,21723.0,6.0,"17,8",22.0,411.0,308.0,114.0,"7,69",Meat
Pork tenderloin medaillon raw,per 100g,"2,4","23,5",115,"0,61","0,09","0,205","0,38","0,3","0,5",0.0,0.0,5.0,"1,1",24.0,250.0,380.0,54.0,"1,74",Meat
Pork shoulder raw,per 100g,"5,5","20,7",133,"0,65","0,17","0,499","0,46","0,4","0,5",0.0,4.0,4.0,"0,8",27.0,226.0,429.0,60.0,"2,6",Meat
Kromesky meat filled raw,per 100g,"21,2","15,3",266,"0,38","0,12","0,301","0,68","0,7","0,6",8.0,13.0,19.0,1,19.0,159.0,274.0,653.0,"2,12",Meat
Bacon rasher raw,per 100g,"28,2","16,5",320,"0,44","0,11","0,366","0,54","0,9","0,9",0.0,18.0,4.0,"0,5",19.0,160.0,303.0,64.0,"1,81",Meat
Minced beef/pork raw,per 100g,"17,2","19,2",233,"0,27","0,14","0,326","1,25","0,6","0,2",8.0,17.0,9.0,"1,3",19.0,169.0,303.0,177.0,"3,22",Meat
Hamburger raw,per 100g,18,"16,8",239,"0,09","0,12","0,212","1,52","0,5","0,7",17.0,16.0,14.0,"1,8",19.0,149.0,175.0,758.0,"3,37",Meat
Veal prime rib raw,per 100g,"7,2","21,4",150,"0,06","0,13","0,449","1,71","0,3","0,3",0.0,21.0,5.0,"0,6",24.0,216.0,427.0,53.0,"2,54",Meat
Veal olive raw,per 100g,"8,5","20,7",159,"0,08","0,16","0,399","2,2","0,6","0,4",5.0,22.0,6.0,"1,4",24.0,212.0,387.0,599.0,"2,65",Meat
Veal fricandeau raw,per 100g,"2,6",22,111,"0,09","0,18","0,479","2,28","0,4","0,4",1.0,10.0,4.0,"0,5",27.0,243.0,436.0,52.0,"2,48",Meat
Liver calf's raw,per 100g,"3,3","17,7",108,"0,2","2,95","0,724",68,"0,4","1,5",19.0,15027.0,5.0,8,21.0,320.0,365.0,71.0,"4,1",Meat
Veal shank raw,per 100g,"2,9","21,3",112,"0,05","0,16","0,525","1,62","0,4","0,3",3.0,8.0,5.0,"1,5",26.0,224.0,429.0,50.0,"4,31",Meat
Tongue calf's raw,per 100g,"10,9","17,6",168,"0,08","0,28","0,125",4,"0,3","0,1",3.0,0.0,4.0,"1,6",17.0,173.0,241.0,93.0,"3,4",Meat
Lamb leg raw,per 100g,"10,8","19,2",174,"0,14","0,23","0,33","1,5","0,2","0,1",0.0,9.0,7.0,"1,4",22.0,190.0,320.0,58.0,"2,8",Meat
Minced lamb raw,per 100g,"15,7","19,3",218,"0,03","0,18","0,135","2,1","0,4","0,2",0.0,5.0,17.0,2,21.0,190.0,310.0,69.0,"3,95",Meat
Lamb chop raw,per 100g,"16,3","19,2",223,"0,13","0,22","0,23","1,5","0,2","0,1",0.0,12.0,13.0,"1,4",19.0,170.0,280.0,56.0,2,Meat
Lamb saddle raw,per 100g,"20,2","18,6",256,"0,14","0,2","0,19",3,"0,2","0,1",0.0,11.0,15.0,"1,4",21.0,180.0,300.0,56.0,"2,5",Meat
Lamb shoulder raw,per 100g,"11,9",20,187,"0,15","0,16","0,22","1,5","0,2",0,0.0,5.0,4.0,"1,4",20.0,190.0,330.0,63.0,"4,2",Meat
Chocolate dark sugar-free,per 100g,33,"5,3",454,"0,07","0,09","0,018","0,29",0,"1,3",1.0,11.0,150.0,"3,2",89.0,150.0,400.0,16.0,"1,3",Drop
Chocolate milk w hazelnuts wo sugar,per 100g,"35,4","8,9",498,"0,16","0,28","0,093","0,43",0,"6,4",2.0,47.0,220.0,4,76.0,229.0,453.0,92.0,"1,35",Drop
Beetroot pickled glass,per 100g,"0,1","0,5",37,"0,02","0,03","0,04",0,0,"0,1",3.0,2.0,19.0,"0,3",13.0,17.0,190.0,176.0,"0,3",Vegetables
Potato puree powder av,per 100g,"4,6","8,6",368,"0,16","0,17","1,224",0,0,"0,2",5.0,1.0,54.0,"1,4",68.0,277.0,1399.0,310.0,"0,95",Bread
Chips pre-fried frozen unprepared,per 100g,"3,8","2,3",146,"0,07","0,03","0,172",0,0,"0,6",17.0,0.0,9.0,"0,5",21.0,77.0,426.0,34.0,"0,37",Bread
Potatoes fried,per 100g,"4,8","1,8",119,"0,06","0,01","0,176",0,"0,2","1,3",8.0,45.0,9.0,"0,5",18.0,38.0,324.0,32.0,"0,31",Bread
Seitan,per 100g,"7,2","28,4",198,"0,06","0,08","0,028",0,0,"2,5",0.0,3.0,36.0,"1,7",25.0,87.0,87.0,653.0,"1,41",Substitudes
Wheat currant bread wholemeal,per 100g,"1,8","9,3",253,"0,1","0,06","0,116",0,0,"0,2",0.0,0.0,37.0,2,60.0,178.0,354.0,317.0,"1,17",Bread
Cake Dutch spiced Ontbijtkoek w ginger,per 100g,"2,1","2,7",318,"0,03","0,02","0,01",0,"0,1","0,8",0.0,1.0,18.0,"0,6",20.0,85.0,125.0,190.0,"0,6",Drop
Sesame paste tahin salt added,per 100g,"51,7","21,9",585,"0,32","0,13","0,351",0,0,"2,5",0.0,0.0,37.0,9,353.0,564.0,480.0,361.0,"5,4",Drop
Fruit juice drink minimal 2 fruits,per 100g,0,"0,2",43,"0,03","0,02","0,035",0,0,0,6.0,10.0,6.0,"0,1",4.0,6.0,65.0,0.0,"0,07",Drop
Milk chocolate-flavoured semi-skimmed,per 100g,"1,6","3,3",76,"0,03","0,15","0,013","0,13","0,1","0,1",0.0,14.0,105.0,"0,6",18.0,94.0,202.0,48.0,"0,49",Dairy
Liqueur <15 vol% alcohol,per 100g,0,0,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Drop
Liqueur >25 vol% alcohol,per 100g,0,0,291,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Drop
Beer >7 vol% alcohol,per 100g,0,"0,5",64,0,"0,03","0,078","0,02",0,0,0.0,0.0,3.0,0,8.0,20.0,53.0,2.0,"0,03",Drop
Cream custard,per 100g,4,"3,6",142,"0,04","0,15","0,041","0,47","0,2","0,1",0.0,52.0,100.0,"0,4",11.0,110.0,133.0,45.0,"0,54",Dairy
Berliner pastry,per 100g,10,"5,4",289,"0,06","0,12","0,075","0,29","0,6",3,1.0,75.0,49.0,"0,7",12.0,99.0,121.0,247.0,"0,57",Drop
Biscuit w chocolate,per 100g,20,"7,3",479,"0,08","0,12","0,029","0,18",0,"1,9",0.0,18.0,77.0,"1,8",37.0,182.0,408.0,267.0,"0,81",Drop
Butter cream,per 100g,"44,8","0,6",567,"0,01","0,03","0,002","0,19","0,2","1,5",0.0,504.0,16.0,"0,1",3.0,18.0,24.0,6.0,"0,07",Fats
Doughnut plain,per 100g,"21,1",6,358,"0,22","0,07","0,02",0,"0,8","1,2",0.0,9.0,76.0,"1,2",21.0,81.0,87.0,280.0,"0,6",Drop
Ice lolly,per 100g,"0,2","0,2",75,"0,01",0,"0,012",0,0,0,2.0,3.0,5.0,0,2.0,2.0,22.0,2.0,"0,02",Drop
Eclair w whipped cream filling,per 100g,"22,9","4,1",283,"0,03","0,11","0,041","0,34",1,"2,9",0.0,264.0,46.0,"0,5",8.0,75.0,79.0,146.0,"0,41",Drop
Meringue w butter-cream,per 100g,"18,7","4,6",391,"0,03","0,15","0,012","0,13","0,5","4,6",0.0,120.0,47.0,"0,5",43.0,92.0,141.0,58.0,"0,46",Drop
Flan fruit and crumble topping,per 100g,"6,4","3,3",197,"0,04","0,06","0,067","0,11","0,6","1,8",3.0,101.0,23.0,"0,6",10.0,53.0,158.0,139.0,"0,31",Drop
Cheesecake made w cream cheese,per 100g,"20,5","2,5",330,"0,06","0,07","0,03","0,08","0,5","1,5",4.0,206.0,43.0,"0,5",15.0,80.0,110.0,108.0,"0,29",Drop
Biscuit Jaffa cakes/Cake PiM's,per 100g,"12,5","3,6",373,"0,03","0,06","0,052","0,2","0,9","2,7",0.0,249.0,22.0,"1,8",30.0,100.0,139.0,160.0,"0,57",Drop
Rice cakes puffed natural w (sea)salt,per 100g,"3,2","7,8",392,"0,34","0,03","0,17",0,0,"0,8",0.0,0.0,18.0,"0,9",132.0,324.0,303.0,164.0,2,Bread
Kale curly w mashed potato wo meat prepared,per 100g,"2,6","1,9",82,"0,04","0,02","0,145",0,"0,1","1,3",12.0,111.0,66.0,"0,6",16.0,38.0,283.0,17.0,"0,27",Drop
Hotchpotch carrots/onions wo meat prepared,per 100g,"1,6","1,1",63,"0,04","0,01","0,121",0,"0,1","0,7",5.0,620.0,17.0,"0,3",12.0,30.0,235.0,20.0,"0,23",Drop
Sauerkraut w mashed potato wo meat prep,per 100g,2,"1,5",68,"0,04","0,03","0,151","0,04","0,2","0,6",9.0,19.0,28.0,"0,4",14.0,39.0,237.0,95.0,"0,24",Drop
Cheese Brie 60+,per 100g,33,17,369,"0,04","0,52","0,15","1,2","0,3",1,0.0,311.0,250.0,"0,3",20.0,200.0,109.0,471.0,3,Dairy
Pastry puff cheese filled frozen unprepared,per 100g,"15,4","8,1",304,"0,04","0,16","0,053","0,51","0,2","0,7",0.0,58.0,149.0,"0,3",15.0,139.0,76.0,676.0,"0,71",Drop
Cheese fresh light 8% fat,per 100g,"8,5","11,3",132,"0,06","0,28","0,074","0,7","0,1","0,2",0.0,93.0,98.0,"0,7",34.0,170.0,80.0,590.0,"0,2",Dairy
Lasagna bolognese ready to eat,per 100g,"8,4",9,161,"0,2","0,07","0,163","0,29","0,1","1,3",9.0,92.0,55.0,"0,6",16.0,119.0,226.0,310.0,"1,06",Drop
Tart w bread base w veg/egg/cheese,per 100g,"7,8","7,9",158,"0,05","0,15","0,076","0,59","0,4","1,2",5.0,151.0,147.0,"0,8",16.0,159.0,145.0,405.0,"1,02",Drop
Salad fish,per 100g,"26,8","8,6",304,"0,06","0,06","0,108","1,07",1,6,1.0,30.0,19.0,"0,6",15.0,113.0,161.0,617.0,"0,44",Drop
Salad ham and leek,per 100g,"21,9","3,6",243,"0,1","0,08","0,048","0,05","0,1","18,2",3.0,34.0,25.0,"0,4",8.0,76.0,132.0,507.0,"0,35",Drop
Salad chicken curry,per 100g,"24,3","8,8",285,"0,11","0,07","0,097","0,05","0,1","20,8",1.0,47.0,16.0,"0,4",18.0,86.0,154.0,476.0,"0,43",Drop
Salad egg,per 100g,"22,3","7,3",255,"0,04","0,17","0,092","1,23","1,4","17,1",0.0,68.0,25.0,2,7.0,99.0,87.0,454.0,"1,36",Drop
Yoghurt half fat,per 100g,"1,5","4,2",50,"0,03","0,2","0,03","0,39",0,0,2.0,17.0,139.0,"0,1",12.0,88.0,142.0,51.0,"0,45",Dairy
Crisps potato light unflavoured,per 100g,22,"7,3",490,"0,21","0,08","0,72",0,0,"4,3",11.0,13.0,27.0,"2,3",60.0,150.0,1246.0,570.0,"1,3",Drop
Eclair cheese cream filled,per 100g,"28,5",6,315,"0,03","0,11","0,04","0,81","0,8","3,6",0.0,331.0,100.0,"0,6",9.0,118.0,59.0,220.0,"0,75",Drop
Fondant cream,per 100g,"3,1","0,7",346,"0,01","0,03","0,006","0,08",0,0,0.0,34.0,22.0,0,2.0,18.0,28.0,10.0,"0,07",Drop
Chocolates filled/Belgium chocolate,per 100g,"30,7","5,5",512,"0,17","0,2","0,03",0,0,2,0.0,40.0,118.0,"1,7",35.0,125.0,269.0,40.0,"0,6",Drop
Muesli bar w chocolate,per 100g,"20,2","7,9",472,"0,22","0,09","0,085","0,09",0,"1,5",0.0,10.0,59.0,"3,3",94.0,330.0,488.0,213.0,2,Drop
Schnitzel vegetarian based on soya/wheat unprepared fortified w iron and vit B12,per 100g,7,"15,5",192,"0,08","0,08","0,121","0,54",0,"2,3",3.0,16.0,83.0,"3,9",58.0,170.0,650.0,536.0,"1,2",Substitudes
Sauce based on roux prepared,per 100g,"5,3","2,5",83,"0,02","0,1","0,025","0,25","0,2","1,3",0.0,52.0,71.0,"0,1",8.0,63.0,97.0,138.0,"0,26",Drop
Saus op basis groentenat/melk bereid z vet,per 100g,"0,9","2,2",45,"0,02","0,11","0,022","0,27",0,0,0.0,9.0,75.0,"0,1",8.0,64.0,97.0,118.0,"0,26",Drop
"Beer alcohol free <0,1 vol%",per 100g,0,"0,3",26,0,"0,01","0,05","0,02",0,0,0.0,0.0,5.0,0,4.0,14.0,34.0,1.0,"0,01",Drop
"Beer low alcohol 0,1-1,2 vol%",per 100g,0,"0,3",22,0,"0,01","0,05","0,02",0,0,0.0,0.0,5.0,0,4.0,14.0,34.0,1.0,"0,01",Drop
Juice drink light,per 100g,0,0,3,0,0,0,0,0,0,5.0,0.0,6.0,0,2.0,3.0,15.0,11.0,0,Drop
Soft drink light wo caffeine,per 100g,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,2",0.0,7.0,0.0,9.0,0,Drop
Cola light soft drink w caffeine,per 100g,0,0,0,0,0,0,0,0,0,0.0,0.0,5.0,0,0.0,16.0,0.0,8.0,0,Drop
Sauce tomato ready made jar,per 100g,"3,3","1,6",68,"0,04","0,01","0,074",0,0,"1,2",11.0,74.0,10.0,"0,5",8.0,20.0,313.0,331.0,"0,17",Drop
